,index,order_id,cust_id,gender,age,date,status,retail_supplier,sku,category,size,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b
6232,6233,403-5443305-8249923,5443305,M,74,2022-04-06,Delivered,Amazon,SET304-KR-DPT-XXL,set,XXL,1,INR,1125,Chennai,TAMIL NADU,600047,IN,False
6233,6234,403-3500174-0045918,3500174,W,23,2022-04-06,Cancelled,Flipkart,J0335-DR-XL,western dress,XL,1,INR,989,Tirupati,ANDHRA PRADESH,517501,IN,False
6234,6235,405-6883706-3147515,6883706,W,26,2022-04-06,Delivered,Flipkart,J0230-SKD-S,set,S,1,INR,1111,HOLE NARSIPUR,KARNATAKA,573211,IN,False
6235,6236,405-6883706-3147515,6883706,M,62,2022-04-06,Delivered,Amazon,J0237-SKD-M,set,M,1,INR,1256,HYDERABAD,TELANGANA,500060,IN,False
6236,6237,171-3777827-1863541,3777827,W,39,2022-04-06,Delivered,Amazon,SET232-KR-PP-L,set,L,1,INR,480,Fort.MUMBAI,MAHARASHTRA,400023,IN,False
6237,6238,404-4426700-2506700,4426700,W,44,2022-04-06,Delivered,Myntra,SAR026,saree,Free,1,INR,399,PUNE,MAHARASHTRA,411016,IN,False
6238,6239,403-7933859-7586720,7933859,W,38,2022-04-06,Cancelled,Amazon,JNE3405-KR-M,kurta,M,1,INR,435,PIMPRI CHINCHWAD,MAHARASHTRA,411039,IN,False
6239,6240,405-4432497-7701956,4432497,W,47,2022-04-06,Delivered,Myntra,SAR012,saree,Free,1,INR,655,THANE,MAHARASHTRA,401104,IN,False
6240,6241,171-8078604-7172307,8078604,W,32,2022-04-06,Delivered,Flipkart,MEN5016-KR-S,kurta,S,1,INR,495,Hazaribagh,JHARKHAND,825301,IN,False
6241,6242,405-4075268-5851523,4075268,M,18,2022-04-06,Delivered,Myntra,J0148-SET-XXL,set,XXL,1,INR,599,GHAZIABAD,UTTAR PRADESH,201005,IN,False
6242,6243,171-3119448-2215509,3119448,W,71,2022-04-06,Delivered,Ajio,J0095-SET-L,set,L,1,INR,633,PUNE,MAHARASHTRA,411045,IN,False
6243,6244,403-6614256-6856301,6614256,M,41,2022-04-06,Delivered,Amazon,J0230-SKD-S,set,S,1,INR,1319,MORADABAD,UTTAR PRADESH,244001,IN,False
6244,6245,403-9353677-8012313,9353677,M,42,2022-04-06,Returned,Ajio,J0019-SET-XS,set,XS,1,INR,566,CHENNAI,TAMIL NADU,600129,IN,False
6245,6246,406-1261188-6793945,1261188,M,46,2022-04-06,Delivered,Amazon,SAR021,saree,Free,1,INR,459,Kannur,KERALA,670006,IN,False
6246,6247,403-1979125-4265103,1979125,M,48,2022-04-06,Delivered,Amazon,J0196-TP-XXL,top,XXL,1,INR,490,BIDHAN NAGAR,WEST BENGAL,700091,IN,False
6247,6248,407-8980639-2980310,8980639,W,40,2022-04-06,Delivered,Amazon,J0230-SKD-L,set,L,1,INR,1146,BIKANER,RAJASTHAN,334006,IN,False
6248,6249,407-3498544-2038752,3498544,M,20,2022-04-06,Delivered,Amazon,J0230-SKD-M,set,M,1,INR,1163,GHAZIABAD,UTTAR PRADESH,201010,IN,False
6249,6250,408-8523784-1859548,8523784,M,57,2022-04-06,Delivered,Meesho,JNE3484-KR-XXL,kurta,XXL,1,INR,301,BENGALURU,KARNATAKA,560078,IN,False
6250,6251,402-8246410-1513962,8246410,W,47,2022-04-06,Delivered,Amazon,SET375-KR-NP-XL,set,XL,1,INR,696,Teh. Phagwara Distt. Kapurthala,PUNJAB,144405,IN,False
6251,6252,171-3409820-9114753,3409820,M,46,2022-04-06,Delivered,Myntra,JNE3785-KR-S,kurta,S,1,INR,345,CHANDIGARH,CHANDIGARH,160101,IN,False
6252,6253,407-7776294-5784340,7776294,M,43,2022-04-06,Delivered,Flipkart,JNE3838-KR-XXL,kurta,XXL,1,INR,399,UDMA,KERALA,671319,IN,False
6253,6254,405-9837442-3059533,9837442,M,27,2022-04-06,Delivered,Amazon,J0418-TP-S,top,S,1,INR,749,Coimbatore,TAMIL NADU,641022,IN,False
6254,6255,408-5796184-5843513,5796184,M,21,2022-04-06,Delivered,Meesho,SET110-KR-PP-XS,set,XS,1,INR,788,SHILLONG,MEGHALAYA,793012,IN,False
6255,6256,171-1014886-5747546,1014886,W,51,2022-04-06,Delivered,Others,J0301-TP-M,top,M,1,INR,487,NEW DELHI,DELHI,110092,IN,False
6256,6257,406-7437799-6996334,7437799,M,39,2022-04-06,Delivered,Amazon,J0011-LCD-XL,set,XL,1,INR,1233,BENGALURU,KARNATAKA,560043,IN,False
6257,6258,406-6897189-9378747,6897189,M,36,2022-04-06,Delivered,Flipkart,SET397-KR-NP  -M,set,M,1,INR,1201,CHOGLAMSAR,LADAKH,194201,IN,False
6258,6259,407-5593417-5153158,5593417,W,49,2022-04-06,Delivered,Amazon,J0209-DR-L,ethnic dress,L,1,INR,721,Dimapur,NAGALAND,797112,IN,False
6259,6260,404-0946760-6107502,946760,W,35,2022-04-06,Delivered,Amazon,J0148-SET-L,set,L,1,INR,636,NASHIK,MAHARASHTRA,422009,IN,False
6260,6261,408-9054282-2969167,9054282,W,45,2022-04-06,Delivered,Nalli,J0106-KR-S,western dress,S,1,INR,999,BALLY,WEST BENGAL,711227,IN,False
6261,6262,407-0408721-2809933,408721,W,32,2022-04-06,Delivered,Myntra,SET342-KR-NP-N-L,set,L,1,INR,850,NEW DELHI,DELHI,110019,IN,False
6262,6263,403-0071508-5676373,71508,M,29,2022-04-06,Delivered,Amazon,J0285-SKD-XXL,set,XXL,1,INR,1442,Thane:421302,MAHARASHTRA,421302,IN,False
6263,6264,403-0071508-5676373,71508,M,42,2022-04-06,Delivered,Others,SET288-KR-NP-XXL,set,XXL,1,INR,684,UDAIPUR,RAJASTHAN,313002,IN,False
6264,6265,407-9821998-6281127,9821998,M,37,2022-04-06,Delivered,Amazon,SET388-KR-NP-XS,set,XS,1,INR,1299,BENGALURU,KARNATAKA,560087,IN,False
6265,6266,406-5427575-7201121,5427575,W,22,2022-04-06,Delivered,Meesho,SET268-KR-NP-XL,set,XL,1,INR,788,GUNTAKAL,ANDHRA PRADESH,515801,IN,False
6266,6267,171-4798363-1987546,4798363,W,70,2022-04-06,Delivered,Flipkart,SAR020,saree,Free,1,INR,696,Satna,MADHYA PRADESH,485001,IN,False
6267,6268,408-6001204-3348319,6001204,W,76,2022-04-06,Cancelled,Amazon,JNE3565-KR-S,kurta,S,1,INR,318,Mumbai,MAHARASHTRA,400051,IN,False
6268,6269,171-2688137-3916311,2688137,W,27,2022-04-06,Delivered,Myntra,SET329-KR-NP-L,set,L,1,INR,666,SRINAGAR,JAMMU & KASHMIR,190005,IN,False
6269,6270,402-5072022-4721129,5072022,M,49,2022-04-06,Returned,Nalli,SET254-KR-NP-XXL,set,XXL,1,INR,859,DIMAPUR,NAGALAND,797112,IN,False
6270,6271,404-3435314-1445149,3435314,M,45,2022-04-06,Delivered,Flipkart,SET331-KR-NP-M,set,M,1,INR,589,RANCHI,JHARKHAND,834001,IN,False
6271,6272,171-2264544-2015520,2264544,W,45,2022-04-06,Delivered,Myntra,JNE3522-KR-XXXL,kurta,3XL,1,INR,325,CHENNAI,TAMIL NADU,600055,IN,False
6272,6273,407-7792021-8289132,7792021,W,51,2022-04-06,Delivered,Flipkart,J0163-SKD-M,set,M,1,INR,1186,East Delhi,DELHI,110091,IN,False
6273,6274,407-1466555-1841120,1466555,W,65,2022-04-06,Delivered,Amazon,SET252-KR-PP-XL,set,XL,1,INR,759,KANPUR,UTTAR PRADESH,208019,IN,False
6274,6275,402-8051304-0844346,8051304,W,78,2022-04-06,Delivered,Myntra,SAR010,saree,Free,1,INR,599,PATNA,BIHAR,800006,IN,False
6275,6276,406-2913168-2072319,2913168,W,45,2022-04-06,Delivered,Amazon,JNE3794-KR-XL,kurta,XL,1,INR,517,KOLKATA,WEST BENGAL,700060,IN,False
6276,6277,403-8473082-7925132,8473082,W,31,2022-04-06,Delivered,Myntra,SET324-KR-NP-M,set,M,1,INR,597,LUCKNOWLucknow,UTTAR PRADESH,226003,IN,False
6277,6278,404-8692572-4129966,8692572,W,36,2022-04-06,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,399,Hyderabad,TELANGANA,500081,IN,False
6278,6279,405-7434008-5616330,7434008,W,33,2022-04-06,Delivered,Myntra,J0234-SKD-XXL,set,XXL,1,INR,1186,LUCKNOW,UTTAR PRADESH,226024,IN,False
6279,6280,403-7857711-4873913,7857711,M,23,2022-04-06,Delivered,Myntra,J0244-SKD-S,set,S,1,INR,1281,PONDA,GOA,403401,IN,False
6280,6281,403-6277712-6140356,6277712,W,49,2022-04-06,Delivered,Amazon,JNE3794-KR-XL,kurta,XL,1,INR,517,PULIANKUDI,TAMIL NADU,627855,IN,False
6281,6282,405-1458506-2589167,1458506,W,34,2022-04-06,Delivered,Amazon,SET098-KR-PP-S,set,S,1,INR,696,BENGALURU,KARNATAKA,560032,IN,False
6282,6283,403-1417128-2660322,1417128,W,43,2022-04-06,Delivered,Flipkart,JNE3702-KR-XS,kurta,XS,1,INR,342,THIRUVANANTHAPURAM,KERALA,695025,IN,False
6283,6284,408-6809768-2160340,6809768,M,44,2022-04-06,Delivered,Flipkart,SET268-KR-NP-L,set,L,1,INR,788,HYDERABAD,TELANGANA,500098,IN,False
6284,6285,406-7254153-1081918,7254153,W,47,2022-04-06,Delivered,Flipkart,JNE3794-KR-L,kurta,L,1,INR,499,NEW DELHI,DELHI,110037,IN,False
6285,6286,408-1028260-3685953,1028260,W,27,2022-04-06,Delivered,Flipkart,J0006-SET-L,ethnic dress,L,1,INR,855,HYDERABAD,TELANGANA,500049,IN,False
6286,6287,403-6983864-4922715,6983864,W,38,2022-04-06,Delivered,Ajio,PJNE3373-KR-N-4XL,kurta,4XL,1,INR,836,PUDUPAKKAM,TAMIL NADU,603103,IN,False
6287,6288,171-9829554-1621130,9829554,M,45,2022-04-06,Delivered,Ajio,SET044-KR-NP-L,set,L,1,INR,542,RATLAM,MADHYA PRADESH,457001,IN,False
6288,6289,403-0658712-2480365,658712,W,40,2022-04-06,Cancelled,Flipkart,SET279-LC-S,set,S,1,INR,888,VARANASI,UTTAR PRADESH,221004,IN,False
6289,6290,403-9753943-5327536,9753943,W,44,2022-04-06,Delivered,Flipkart,SET269-KR-NP-L,set,L,1,INR,824,MAVELIKKARA,KERALA,690110,IN,False
6290,6291,403-9753943-5327536,9753943,W,33,2022-04-06,Delivered,Flipkart,SET268-KR-NP-L,set,L,1,INR,788,RAMPURA PHUL,PUNJAB,151103,IN,False
6291,6292,408-4487130-0019514,4487130,W,26,2022-04-06,Delivered,Flipkart,J0244-SKD-L,set,L,1,INR,1164,KANPUR,UTTAR PRADESH,208005,IN,False
6292,6293,402-5974644-4751507,5974644,W,39,2022-04-06,Delivered,Amazon,JNE3739-KR-XL,kurta,XL,1,INR,441,HYDERABAD,TELANGANA,500034,IN,False
6293,6294,408-0739917-4845915,739917,W,32,2022-04-06,Delivered,Myntra,J0399-DR-XL,western dress,XL,1,INR,1099,BENGALURU,KARNATAKA,562125,IN,False
6294,6295,408-0739917-4845915,739917,M,49,2022-04-06,Delivered,Amazon,SET154-KR-NP-L,set,L,1,INR,832,New Delhi,DELHI,110017,IN,False
6295,6296,406-6018239-4341933,6018239,W,22,2022-04-06,Delivered,Myntra,JNE3457-KR-L,kurta,L,1,INR,313,BENGALURU,KARNATAKA,560070,IN,False
6296,6297,171-0775174-9478744,775174,W,33,2022-04-06,Delivered,Amazon,J0003-SET-XS,set,XS,1,INR,696,Kanpur,UTTAR PRADESH,208007,IN,False
6297,6298,406-8882115-7580360,8882115,W,64,2022-04-06,Cancelled,Meesho,JNE3775-KR-XXXL,kurta,3XL,1,INR,307,PUNE,MAHARASHTRA,411047,IN,False
6298,6299,171-3047833-8421120,3047833,W,32,2022-04-06,Delivered,Myntra,SAR019,saree,Free,1,INR,499,SEHORE,MADHYA PRADESH,466001,IN,False
6299,6300,406-1907726-8977147,1907726,W,34,2022-04-06,Delivered,Others,JNE3797-KR-A-M,western dress,M,1,INR,771,Bangalore,KARNATAKA,560076,IN,False
6300,6301,406-1272579-3884327,1272579,W,56,2022-04-06,Delivered,Myntra,SET397-KR-NP-S,set,S,1,INR,1115,SATARA,MAHARASHTRA,415110,IN,False
6301,6302,408-1231199-8383565,1231199,W,23,2022-04-06,Delivered,Ajio,JNE1977-KR-237-M,kurta,M,1,INR,259,NEW DELHI,DELHI,110046,IN,False
6302,6303,406-8381572-3047525,8381572,W,21,2022-04-06,Delivered,Flipkart,JNE3718-KR-L,kurta,L,1,INR,399,HYDERABAD,TELANGANA,500016,IN,False
6303,6304,402-2683351-9582706,2683351,M,22,2022-04-06,Delivered,Myntra,SET246-KR-PP-M,set,M,1,INR,435,Surat,GUJARAT,395001,IN,False
6304,6305,402-1024667-6351508,1024667,M,56,2022-04-06,Delivered,Myntra,SET187-KR-DH-XL,set,XL,1,INR,671,BHILWARA,RAJASTHAN,311001,IN,False
6305,6306,406-0854518-8773153,854518,W,42,2022-04-06,Delivered,Myntra,JNE3487-KR-L,kurta,L,1,INR,345,chennai,TAMIL NADU,600035,IN,False
6306,6307,406-0854518-8773153,854518,W,52,2022-04-06,Delivered,Amazon,JNE3645-TP-N-L,top,L,1,INR,493,KHOPOLI,MAHARASHTRA,410203,IN,False
6307,6308,406-0854518-8773153,854518,W,23,2022-04-06,Delivered,Meesho,JNE3640-TP-N-S,top,S,1,INR,499,PIMPRI CHINCHWAD,MAHARASHTRA,411044,IN,False
6308,6309,403-6225648-9451544,6225648,W,74,2022-04-06,Delivered,Others,SET055-KR-NP-XXXL,set,3XL,1,INR,625,NEW DELHI,DELHI,110086,IN,False
6309,6310,406-0524865-6805151,524865,W,24,2022-04-05,Returned,Amazon,JNE3697-KR-XL,kurta,XL,1,INR,486,NAGPUR,MAHARASHTRA,440014,IN,False
6310,6311,402-5471006-6653923,5471006,W,23,2022-04-05,Delivered,Others,PSET264-KR-NP-5XL,set,5XL,1,INR,898,PUDUCHERRY,PUDUCHERRY,605008,IN,False
6311,6312,405-7468461-1521932,7468461,W,62,2022-04-05,Delivered,Myntra,JNE2113-KR-381-M,kurta,M,1,INR,499,BENGALURU,KARNATAKA,560072,IN,False
6312,6313,402-9045603-0549929,9045603,W,30,2022-04-05,Delivered,Myntra,SET264-KR-NP-XXXL,set,3XL,1,INR,824,UDAIPUR,RAJASTHAN,313002,IN,False
6313,6314,407-9319918-8892320,9319918,W,18,2022-04-05,Returned,Amazon,SET043-KR-NP-XL,set,XL,1,INR,916,LUCKNOW,UTTAR PRADESH,226020,IN,False
6314,6315,407-1635037-1405166,1635037,W,42,2022-04-05,Delivered,Others,SET048-KR-NP-XS,set,XS,1,INR,648,VIJAPURA,KARNATAKA,586101,IN,False
6315,6316,405-8274054-4231504,8274054,W,38,2022-04-05,Delivered,Flipkart,JNE3458-KR-XXXL,kurta,3XL,1,INR,399,MUMBAI,MAHARASHTRA,400061,IN,False
6316,6317,407-0386812-7345911,386812,W,38,2022-04-05,Delivered,Meesho,JNE3797-KR-A-L,western dress,L,1,INR,771,mughal sarai,UTTAR PRADESH,232101,IN,False
6317,6318,171-2891343-9349142,2891343,W,50,2022-04-05,Delivered,Amazon,JNE3795-KR-XL,kurta,XL,1,INR,499,MUMBAI,MAHARASHTRA,400093,IN,False
6318,6319,406-1362174-1344325,1362174,W,19,2022-04-05,Returned,Ajio,SET198-KR-NP-A-XXXL,set,3XL,1,INR,542,ARIYALLUR,KERALA,673314,IN,False
6319,6320,406-0433956-2860362,433956,W,74,2022-04-05,Delivered,Myntra,JNE3781-KR-XXXL,kurta,3XL,1,INR,406,AMROHA,UTTAR PRADESH,244221,IN,False
6320,6321,406-0433956-2860362,433956,W,42,2022-04-05,Delivered,Myntra,JNE3611-KR-XXL,kurta,XXL,1,INR,459,VAPI,GUJARAT,396195,IN,False
6321,6322,406-0433956-2860362,433956,W,49,2022-04-05,Delivered,Myntra,SET058-KR-NP-XXL,set,XXL,1,INR,847,Bengaluru,KARNATAKA,560091,IN,False
6322,6323,406-0433956-2860362,433956,W,45,2022-04-05,Delivered,Amazon,PJNE3252-KR-N-6XL,kurta,6XL,1,INR,870,HYDERABAD,TELANGANA,500029,IN,False
6323,6324,406-6080073-3226717,6080073,W,40,2022-04-05,Delivered,Myntra,JNE3712-TP-N-XL,top,XL,1,INR,518,NEW TOWN,WEST BENGAL,700136,IN,False
6324,6325,406-6080073-3226717,6080073,W,20,2022-04-05,Delivered,Myntra,JNE3800-KR-M,western dress,M,1,INR,735,BENGALURU,KARNATAKA,560071,IN,False
6325,6326,402-9781902-0317916,9781902,M,47,2022-04-05,Delivered,Flipkart,SET227-KR-PP-A-S,set,S,1,INR,571,GUNTUR,ANDHRA PRADESH,522002,IN,False
6326,6327,402-9781902-0317916,9781902,W,71,2022-04-05,Cancelled,Amazon,SET268-KR-NP-XS,set,XS,1,INR,698,HYDERABAD,TELANGANA,500027,IN,False
6327,6328,406-7653613-9908367,7653613,W,57,2022-04-05,Delivered,Amazon,SET264-KR-NP-XXXL,set,3XL,1,INR,824,BILASPUR,CHHATTISGARH,495006,IN,False
6328,6329,402-9987185-5745906,9987185,M,24,2022-04-05,Delivered,Myntra,SET184-KR-PP-XXXL,set,3XL,1,INR,599,HYDERABAD,TELANGANA,500053,IN,False
6329,6330,402-5192528-4167509,5192528,W,51,2022-04-05,Delivered,Flipkart,JNE2100-KR-144-L,kurta,L,1,INR,382,HYDERABAD,TELANGANA,500070,IN,False
6330,6331,406-4906745-5008300,4906745,W,36,2022-04-05,Delivered,Amazon,J0092-SET-XXL,set,XXL,1,INR,833,MUMBAI,MAHARASHTRA,400053,IN,False
6331,6332,406-4906745-5008300,4906745,W,33,2022-04-05,Delivered,Myntra,JNE3656-TP-N-XXL,top,XXL,1,INR,518,KOLKATA,WEST BENGAL,700012,IN,False
6332,6333,171-9234145-6599523,9234145,W,41,2022-04-05,Delivered,Myntra,JNE3838-KR-XL,kurta,XL,1,INR,487,BARDOLI,GUJARAT,394601,IN,False
6333,6334,171-0200945-3705970,200945,W,33,2022-04-05,Delivered,Amazon,JNE3784-KR-M,kurta,M,1,INR,458,BENGALURU,KARNATAKA,560068,IN,False
6334,6335,171-4405262-7812314,4405262,W,26,2022-04-05,Delivered,Nalli,MEN5009-KR-S,kurta,S,1,INR,499,BENGALURU,KARNATAKA,560040,IN,False
6335,6336,403-0648782-1219513,648782,W,44,2022-04-05,Delivered,Amazon,SET147-KR-NP-XL,set,XL,1,INR,684,INDORE,MADHYA PRADESH,452016,IN,False
6336,6337,171-2597255-5293908,2597255,W,38,2022-04-05,Delivered,Flipkart,JNE3870-DR-S,western dress,S,1,INR,721,BENGALURU,KARNATAKA,560061,IN,False
6337,6338,402-5497585-0966733,5497585,W,33,2022-04-05,Delivered,Flipkart,PSET264-KR-NP-4XL,set,4XL,1,INR,898,Kolkata,WEST BENGAL,700017,IN,False
6338,6339,407-4328172-7514725,4328172,M,38,2022-04-05,Delivered,Meesho,SET392-KR-NP-S,set,S,1,INR,799,Paravur,KERALA,683515,IN,False
6339,6340,402-4624034-3105918,4624034,W,72,2022-04-05,Delivered,Myntra,JNE3866-KR-XXXL,kurta,3XL,1,INR,730,BENGALURU,KARNATAKA,560085,IN,False
6340,6341,403-6278396-4024336,6278396,W,22,2022-04-05,Delivered,Meesho,JNE2294-KR-A-XXL,kurta,XXL,1,INR,511,LUCKNOW,UTTAR PRADESH,226028,IN,False
6341,6342,407-2418110-1352308,2418110,M,70,2022-04-05,Delivered,Flipkart,J0230-SKD-M,set,M,1,INR,1112,MARGAO,GOA,403601,IN,False
6342,6343,405-0205834-4239529,205834,W,42,2022-04-05,Delivered,Amazon,JNE3160-KR-G-L,kurta,L,1,INR,749,VAPI,GUJARAT,396191,IN,False
6343,6344,407-8027510-6577929,8027510,W,35,2022-04-05,Delivered,Myntra,SET186-KR-DH-XL,set,XL,1,INR,631,GURUGRAM,HARYANA,122003,IN,False
6344,6345,407-4810134-5393135,4810134,W,35,2022-04-05,Delivered,Myntra,PJNE3291-KR-6XL,kurta,6XL,1,INR,817,HYDERABAD,TELANGANA,500029,IN,False
6345,6346,171-7323955-4139507,7323955,W,42,2022-04-05,Delivered,Myntra,MEN5030-KR-XXXL,kurta,3XL,1,INR,452,Faridabad,HARYANA,121004,IN,False
6346,6347,408-1316071-3833944,1316071,M,71,2022-04-05,Delivered,Myntra,SET272-KR-PP-XXL,set,XXL,1,INR,852,NEW DELHI,DELHI,110091,IN,False
6347,6348,403-0781695-1694753,781695,W,38,2022-04-05,Delivered,Others,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,PUNE,MAHARASHTRA,411047,IN,False
6348,6349,406-0725412-6539542,725412,W,20,2022-04-05,Delivered,Myntra,J0119-TP-L,top,L,1,INR,574,THRIPPUNITHURA,KERALA,682301,IN,False
6349,6350,403-9245708-5162723,9245708,M,38,2022-04-05,Delivered,Ajio,SET377-KR-NP-XXXL,set,3XL,1,INR,1068,NAVI MUMBAI,MAHARASHTRA,410206,IN,False
6350,6351,408-9541555-8608332,9541555,W,44,2022-04-05,Delivered,Myntra,J0376-SKD-S,set,S,1,INR,999,TIRUPATI,ANDHRA PRADESH,517507,IN,False
6351,6352,403-8626884-8747542,8626884,W,38,2022-04-05,Delivered,Ajio,J0005-DR-L,western dress,L,1,INR,899,BENGALURU,KARNATAKA,562106,IN,False
6352,6353,171-0143242-3749158,143242,W,19,2022-04-05,Delivered,Meesho,SET062-KR-SP-M,set,M,1,INR,684,KOLKATA,WEST BENGAL,700034,IN,False
6353,6354,171-1861852-4059537,1861852,W,43,2022-04-05,Delivered,Amazon,JNE3639-TP-N-S,top,S,1,INR,518,BENGALURU,KARNATAKA,560076,IN,False
6354,6355,402-5232622-2205938,5232622,W,24,2022-04-05,Delivered,Amazon,PJNE2171-KR-N-5XL,kurta,5XL,1,INR,736,METTUPALAYAM COIMBATORE DISTRICT,TAMIL NADU,641305,IN,False
6355,6356,403-1149973-8042759,1149973,W,46,2022-04-05,Delivered,Flipkart,NW030-TP-PJ-XL,set,XL,1,INR,582,Lucknow,UTTAR PRADESH,226006,IN,False
6356,6357,403-1149973-8042759,1149973,W,43,2022-04-05,Delivered,Flipkart,NW015-TP-PJ-S,set,S,1,INR,501,COIMBATORE,TAMIL NADU,641041,IN,False
6357,6358,403-1149973-8042759,1149973,W,25,2022-04-05,Delivered,Amazon,NW035-ST-CP-XS,set,XS,1,INR,582,BENGALURU,KARNATAKA,560067,IN,False
6358,6359,405-3702038-1120356,3702038,W,30,2022-04-05,Delivered,Nalli,J0139-KR-XXXL,kurta,3XL,1,INR,399,Noida,UTTAR PRADESH,201301,IN,False
6359,6360,405-3702038-1120356,3702038,W,26,2022-04-05,Delivered,Amazon,JNE3607-KR-XS,kurta,XS,1,INR,417,KURNOOL,ANDHRA PRADESH,518396,IN,False
6360,6361,405-6945935-7723547,6945935,M,48,2022-04-05,Delivered,Flipkart,J0236-SKD-M,set,M,1,INR,950,SANGAREDDY,TELANGANA,502001,IN,False
6361,6362,402-7145254-4809133,7145254,W,75,2022-04-05,Delivered,Amazon,JNE3606-KR-L,kurta,L,1,INR,458,Siliguri,WEST BENGAL,734003,IN,False
6362,6363,405-0210024-0232338,210024,W,22,2022-04-05,Delivered,Myntra,J0003-SET-S,set,S,1,INR,655,BENGALURU,KARNATAKA,560067,IN,False
6363,6364,171-1214236-5142719,1214236,W,71,2022-04-05,Delivered,Amazon,JNE3489-KR-L,kurta,L,2,INR,974,BOKARO STEEL CITY,JHARKHAND,827012,IN,False
6364,6365,408-4785573-6005945,4785573,W,29,2022-04-05,Returned,Others,J0003-SET-XXXL,set,3XL,1,INR,655,NORTH GOA,GOA,403508,IN,False
6365,6366,408-9893530-0008322,9893530,M,49,2022-04-05,Delivered,Amazon,BTM036-PP-XXL,bottom,XXL,1,INR,345,HYDERABAD,TELANGANA,500089,IN,False
6366,6367,405-6331097-6725938,6331097,M,30,2022-04-05,Delivered,Amazon,SET271-KR-NP-XS,set,XS,1,INR,885,FERRARGUNJ,ANDAMAN & NICOBAR ,744103,IN,False
6367,6368,402-4671792-1615538,4671792,M,45,2022-04-05,Delivered,Others,SET184-KR-PP-XS,set,XS,1,INR,573,HYDERABAD,TELANGANA,500053,IN,False
6368,6369,404-4057672-4624367,4057672,W,28,2022-04-05,Delivered,Meesho,JNE3567-KR-XXXL,kurta,3XL,1,INR,399,Ulhasnagar,MAHARASHTRA,421001,IN,False
6369,6370,403-6018961-5781106,6018961,M,23,2022-04-05,Delivered,Amazon,SET304-KR-DPT-XXL,set,XXL,1,INR,1186,NOIDA,UTTAR PRADESH,201301,IN,False
6370,6371,407-9438269-2076341,9438269,W,68,2022-04-05,Returned,Flipkart,JNE3784-KR-XXXL,kurta,3XL,1,INR,496,PUNE,MAHARASHTRA,411028,IN,False
6371,6372,406-0934127-5441135,934127,W,48,2022-04-05,Delivered,Myntra,J0234-SKD-XXL,set,XXL,1,INR,1127,FARIDABAD,HARYANA,121003,IN,False
6372,6373,405-1085110-0697906,1085110,W,56,2022-04-05,Delivered,Flipkart,J0297-TP-S,top,S,1,INR,574,TUNDLA KHAM,UTTAR PRADESH,283204,IN,False
6373,6374,406-6743208-9573126,6743208,W,36,2022-04-05,Delivered,Meesho,JNE3396-KR-M,kurta,M,1,INR,399,MUMBAI,MAHARASHTRA,400078,IN,False
6374,6375,171-2505866-3961939,2505866,W,26,2022-04-05,Delivered,Ajio,PJNE2199-KR-N-5XL,kurta,5XL,1,INR,728,GWALIOR,MADHYA PRADESH,474009,IN,False
6375,6376,407-5711254-3558767,5711254,W,42,2022-04-05,Delivered,Nalli,JNE3256-KR-S,kurta,S,1,INR,487,MANGALURU,KARNATAKA,575002,IN,False
6376,6377,403-6713929-2217141,6713929,W,28,2022-04-05,Delivered,Flipkart,JNE3270-KR-XXXL,kurta,3XL,1,INR,376,BENGALURU,KARNATAKA,560006,IN,False
6377,6378,406-8133334-6922709,8133334,W,60,2022-04-05,Delivered,Myntra,JNE3465-KR-XXL,kurta,XXL,1,INR,486,PUNE,MAHARASHTRA,411047,IN,False
6378,6379,407-9618496-2262734,9618496,W,22,2022-04-05,Delivered,Amazon,JNE3522-KR-XS,kurta,XS,1,INR,331,HYDERABAD,TELANGANA,500038,IN,False
6379,6380,407-7816379-0909920,7816379,W,43,2022-04-05,Delivered,Flipkart,JNE2305-KR-533-M,kurta,M,1,INR,357,HYDERABAD,TELANGANA,500051,IN,False
6380,6381,408-2961888-4992315,2961888,M,76,2022-04-05,Delivered,Amazon,J0230-SKD-XS,set,XS,1,INR,969,DEHRADUN,UTTARAKHAND,248001,IN,False
6381,6382,171-2041563-6369966,2041563,M,37,2022-04-05,Returned,Ajio,J0095-SET-XXXL,set,3XL,1,INR,633,AHMEDABAD,GUJARAT,380015,IN,False
6382,6383,406-9890445-5734767,9890445,W,21,2022-04-05,Delivered,Amazon,J0248-KR-DPT-L,set,L,1,INR,999,BENGALURU,KARNATAKA,560038,IN,False
6383,6384,407-4387410-4812300,4387410,W,65,2022-04-05,Delivered,Myntra,JNE3759-KR-M,kurta,M,1,INR,499,Belagavi,KARNATAKA,590016,IN,False
6384,6385,406-7428643-5129168,7428643,W,46,2022-04-05,Delivered,Amazon,PJNE3364-KR-6XL,kurta,6XL,1,INR,836,PUNE,MAHARASHTRA,411057,IN,False
6385,6386,406-7428643-5129168,7428643,W,32,2022-04-05,Delivered,Myntra,PSET268-KR-NP-6XL,set,6XL,1,INR,898,COIMBATORE,TAMIL NADU,641111,IN,False
